post_id,text,label,rationale_mask
10503615_gab,sperm banks have allowed women who do not have the maturity and social skills to maintain long term relationships to reproduce,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178860972762636289_twitter,meanwhile they are called shithole countries,normal,"[0, 0, 0, 0, 0, 0]"
1178948343394967552_twitter,like and i had to the hedgehog would fuck themselves in the biggest nut niggers be like yeet bitch,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1178620034127667200_twitter,plenty of rumours flying round twitter internet on the causes of the fire at the moria refugee internment camp the reality is that no one is sure yet but greek mainstream media in particular has no qualms about presenting gossip and rumour as fact,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179053578285133824_twitter,<user> <user> those must be all the women that like being abused raped grabbed by the pussy 🤷 ‍ ♀️,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1144847733884194816_twitter,imagine being a proud parent of a dog cuz you ’ re retarded,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1179070484115156993_twitter,i live in a white neighborhood and i nigger it tf up,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179048017887936515_twitter,<user> lol fuck you to nigga,offensive,"[0, 0, 0, 1, 1, 1]"
1179102570943528961_twitter,<user> <user> <user> democrats did not care about the illegal immigrants being raped or forced into the sex slave market until president trump made it a priority,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178875361750405125_twitter,whom st the biggest nut niggers whom st release seminal fluid,hatespeech,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
11255170_gab,i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide,offensive,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0]"
15839421_gab,without getting into too much detail the greater seattle area yes its hell on earth isnt it i feel like stranger in my own city surrounded by illegals asians and muzzies,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1105175976613416961_twitter,<user> have you seen the demisexual flag w the triangle i fucking hate it its like stolen holocaust symbology,normal,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
27604258_gab,yeah bro the globalists hate the jews that why they bend over backwards to persecute anyone who criticizes the jews because the jews are the real victims of globalism now this is pilpul,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16723301_gab,the fat nigger has tits on her back and pubes growing out of her hayid 🙈,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12605314_gab,regrets the more i think about it these ignorant morons should be on both knees thanking god someone rescued them from the ghetto they crawled out of or many would be dead or in jail right now,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1275717153220694017_twitter,<user> <user> look boys we found a retard,normal,"[0, 0, 0, 0, 0, 0, 0, 0]"
24017670_gab,hope he takes all of the muslim refugees that are here back,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1179056601078079488_twitter,<user> oh bitch i hate you 😂 😂 😂,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
17341831_gab,dumb kike hitler was fucking goat your mother oh talking about goat jews allows fuck animals same as arabs,hatespeech,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
18548237_gab,he shows his wetback hating colors see you are a white hater do not worry that muzzie will see the gallows,hatespeech,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
20088305_gab,hey remember a while ago there was a bunch of gobly gook about the statue of liberty being a beacon for refugees im pretty sure it does not say anything about granting them citizenship or even partial citizenship,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1217287772207243270_twitter,i don ’ t wanna go to your homophobic fucking prom anyway,offensive,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
14947627_gab,these fucking sand nigger savages need to go back to their own countries and if they do not voluntarily the time will come to physically remove them i do not care if they are citizens or not they have no right to be here ﻿,hatespeech,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24331046_gab,pushing homosexual and transgender propaganda on children is an obsession with the lgbt campaign massresistance,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
14441243_gab,stfu up woman stop larping with your lame ass reposting account no one likes mexicans you are only slightly above a nigger and below a jew,offensive,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
13352138_gab,they are retarded cucks that definitely bannable lol,offensive,"[1, 1, 1, 1, 0, 0, 0, 0]"
1179100886657839104_twitter,<user> <user> bernie sanders wants to rape women as well because that just a special kind of guy he is when he fantasizes,offensive,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1082071149712818177_twitter,<user> let ’ see some of you zealot commenters volunteer to house the illegal aliens,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1125925458565111810_twitter,<user> how many of the top ten muslim countries population are on the terrorist ban,offensive,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]"
26321297_gab,there will be violence against us for some time the feral left will continue to attack us in a violent manner until they are suppressed by revolution or,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1171505866081570818_twitter,according to lambo men have cervical cancer while women have breast cancer bb naija,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178799528960503808_twitter,not only is it the halloween month but also domestic violence awareness month if you or someone you know is experiencing dv check out <user>,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10852165_gab,the implication is that muslims do not have the same moral agency that white people have and in all honesty i do not disagree,offensive,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1]"
22726083_gab,laura ingraham is a dumb bitch fuck her she cucked twice once on that nigger faggot basketball player now this managed controlled punk,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
23843052_gab,great starbucks is now going to pay these two off and adopt an official policy of do not call the cops on nogs then nogs are going to take over the place hoping for a payout i cannot wait for starbucks to become as ghetto tier as chuckecheese,offensive,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1174218284738195457_twitter,whose idea was it to drink black sambucca all night christ,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1236862626732392449_twitter,taking down these knotless braids ghetto ass fuck i quit 😂,offensive,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1190398852601384960_twitter,bro why do asians have a low alcohol tolerance this is not fair,normal,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
1178818630567497731_twitter,<user> <user> i drank one whole one and thru tf up,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179087403861954560_twitter,<user> <user> nathuram godse was a hindutva terrorist hindutva terrorist orchestrated the gujrat riots and killed men and women and children and raped the women hitler was a christian terrorist the bomb atomic bomb dropped in japan was by a christian many more examples,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1089594179196411904_twitter,<user> trump erroneously presented the total number of aliens in the country <number> million as the number of illegal aliens in this country,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178764934294970368_twitter,<user> you all need to take this nigger activity off my tl,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
18046807_gab,q why does hasbara jdif send their flunkies here a because they send their best decepitcons to sites where kike lies still work,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20590862_gab,hello hello it is the other way around am triggering you lol look the jews are coming tongue,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1178823449046700032_twitter,how do you remove history he was homosexual and you want to white wash the character with not one but two girls reader discretion is advised,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178499104864964610_twitter,you are a hennessy bugatti can this nigger make up,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
1078653752486244352_twitter,monster is a fucking timeless bop amp will remain unbothered on its throne as one of exo superior songs that it that the tweet,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24700123_gab,good thing she can not you are still a cuck and she still a coal burner aka nigger lover,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
9468538_gab,not a single peep from racist nigger obama nor vapid cunt hillary nor heeb bernie fuck you,hatespeech,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]"
1278618764313911297_twitter,why do i feel like mas bagay si i m sa kin,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20055826_gab,god dam i almost sneezed mah lung out i hope dis nigger air i am breathing ain t giving me aids,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
1178845178985156608_twitter,<user> 😂 😂 😂 😂 😂 i hate you mercy,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
11748801_gab,i see on google that gab is a right wing hate speech group well cock suckers like the left have created conditions for normal people who have been stomped all over for the last <number> years and the nigger that was in the black house poured gas all over it,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179087440377794561_twitter,<user> my beautiful richmond i weep for you once the jewel of dixie ruined by globohomo and urban youths can not wait till they take down all the confederate statues along monument avenue and replace them with memorials to trayvon on a horse cause he dindu nuffin,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1178749130694385664_twitter,watching queer as folk in my late teens and early 2 0 i wanna move to toronto and party all the damn time rewatching queer as folk in my late 2 0 and early 3 0 i want to settle the fuck down and live a blissful domestic life jfc,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24322054_gab,haha you keep saying bye yet you yearn for more seems pretty shitskin tier sad tea biscuit,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
7975029_gab,put blacks on welfare isolate in ghettos keeping them down put refugees in isolated communities not helping them assimilate repeat repeat repeat no learning what does not work,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179033606108266496_twitter,<user> <user> ok let me send some illigal jihadi migrates in to your home,normal,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
24605910_gab,pakistanis started raping young white girls in the <number> young white lads bashed the pakis for touching their females media called our lads nazis paki bashers media never knew why nor investigated,offensive,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1178773823933550592_twitter,<user> if agree with plotting to injure people for being queer you are a nazi end of story goodbye,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24247471_gab,king sobieski with his <number> k polish soldiers defeated <number> k arabs near vienna we will stop em again cuz the rotten west lost its balls,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1259946737957044228_twitter,<user> yes unless theyre all gay amp reclaiming the slur yes they are,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179105028918910983_twitter,wanna be my main slut you gotta eat up eat up wanna be my sweet love but you is not anita,normal,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178547019104710659_twitter,<user> a guy who have a superiority complex about islam did not go to a muslim country andar ka indian mara nahi i love my india par rehna nahi hair i love muslim countries par rehna nah hai,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24122163_gab,trump should make it that you only need 5 x the paperwork to fire a niggerette as a white i managed to get a niggerette fired no it wasn t the one with a heplock in her leg that had already been thru the junky nurse program <user> ‍ <user> ‍ murse,hatespeech,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1163507718436601857_twitter,smiling cuz i am young black rich and i am handsome,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23801279_gab,your target is here go get these filthy shit skin moslem terrorists,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1111442006776016897_twitter,weird niggas weird,normal,"[0, 0, 0]"
9722030_gab,cryingschumer shmuckschumer chuck where are the cameras schumer is blabbering re muhrussia don trump jr who is standing next to schumer bob menendez d serial rapist of children and women in the dominicanrepublic and hirer of an illegal alien senate staffer who raped a boy democrats,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
1118282845263421445_twitter,so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
24375819_gab,iranians and arabs lived in sweden when you were a kid i did not know thought i thought sweden was fairly homogenous until recently,normal,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1179054964615913473_twitter,<user> fuck you i fucking hate you it not my fault i am a thief of light,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179086326664060928_twitter,literally if you are a white queer you are immune from cancellation it a get out of jail free card fall back on the community someone will be there to validate your white supremacist views if not one white queer then the next there will not be a shortage,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178662707047931904_twitter,<user> quit fetishizing race and gender you fuckin white ass idiot,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
21027750_gab,hahaha fucking globalist had a bad night for sure keep crying you little bitches your power wanes by the day soon the french will turn on macron and the sand niggers in france will be treated with extreme prejudice germany uh well prayers work,offensive,"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
15448544_gab,i do not want to hear about systemic racism and power privilege from asians and kikes since they are statistically wealthier than us shut the fuck up,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13727583_gab,keep telling us how bored we are hymie,offensive,"[0, 0, 0, 0, 0, 0, 0, 1]"
1237773908570509313_twitter,<user> normalize hating white people,offensive,"[0, 1, 1, 1, 1]"
8028903_gab,proud of president trump told <number> muslin nations we are partners in fight against radical islamic terrorism but usa not doing it alone,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18422173_gab,yea stunned the fbi are a bunch of ratfaced jews,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
2000298_gab,<user> i prefer allah as well praise b2 allah after all allah accepts bitcoin god only accepts kike money end the fed,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
11175158_gab,the type of individualism to which you refer is jewish inculcated special snowflake faggotry everyone group but retarded white cuckservatives practices identity politics collectivists will roll over the individual every time just admit you are too cowardly to stand up for your people,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
23331731_gab,silverstein has shown his true colors as a kike shill <user> ‍,hatespeech,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
4392040_gab,<user> my iq is relevant when someone that has never met me assumes i am retarded thinks they can put me down with flippant theories that are at best laughable i read many bibles my favorite is dakes,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179037594354507777_twitter,i learned when white ppl hate you they really hate yo fuckin guts 😂 😂,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1143615497717637120_twitter,how does danny even speak nigger has no lips,hatespeech,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
25997755_gab,good list except ruhe sodomite rivero kike,hatespeech,"[0, 0, 0, 0, 0, 0, 1]"
13122887_gab,pussy pence is a globalist who was drained from dc swamp for trying to pass massive amnesty while in congress he needs to go live in syria with the mudslime rapefugees he loves,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
26497121_gab,judge sally cahill said it was a worse crime to rape an asian child than to rape a white child and should carry a longer sentence,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5325210_gab,more projection from the professional liars the protectors of the status quo the bastions of ignorance the apologists for the globalists hegemony the enemies of freedom the enablers of the moslem invasion bbc are complicit in murder rape slavery and the destruction of western civilization,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
27704094_gab,hey ladies have you been fitted for your berka sill think your mussie neighbors are nice,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
1178793288892964864_twitter,<user> <user> <user> uneducated white trash or russian prison camp without a translation program,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178925040345026561_twitter,no matter how hard a nigga thinks he is they all look the same with my titties in their mouth lmao,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
20203772_gab,pathetic but yet most likely supports the violence that hollywood puts out,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1178552985502326784_twitter,jesus christ i literally hacked this shit account and twitter does nothing fucking dumb nigger shit,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1099413019698831360_twitter,<user> so you telling me when i look like this i ’ m a towelhead but when she wears it it ’ fashion 🤔,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1179045235520757762_twitter,<user> chinaman satanist lee hsien loong criminals had audible talks in <number> wellington circle singapore he paced back and forth looking at my family colonial style bungalow in admiralty road in the late 1 9 7 0 this information from the audible talks a few years ago,hatespeech,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
13455893_gab,new rule in all competitive shows baking dancing or other let paki or nigger token win in order to win public support and hide our true racist feeling for coloureds british broadcasting rules and regulations <number>,hatespeech,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
1178387241615446016_twitter,<user> <user> i am that one black person who is not easily by the word n***a <censored> offended no it not because i grew up around white people my parents raised me in the ghetto but they also raised me not to be sensitive little b*tch <censored> about everything,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19429534_gab,nothin <number> c here buncha coons lining up <number> free stuff,offensive,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
1179079483887951875_twitter,<user> does that include illegal aliens,normal,"[0, 0, 0, 0, 0, 0]"
27550280_gab,tds <number> i do not think i have heard such retarded bullshit since <number>,offensive,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
17344995_gab,all this african gentleman want to do is enrich israel their women are being denied his shalom because israeli government officals hate him because of the colour of his skin,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12384215_gab,non violent resistance only works if the government is unwilling to use violence against said resistance,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
19613965_gab,have some porn sand nigger,offensive,"[0, 0, 0, 1, 1]"
13338889_gab,if only the kike loving shabbos goys would follow your advice dude,hatespeech,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
1178991139187085313_twitter,<user> <user> infiltrators not indian muslims many cried muslims will be thrown out before assam nrc then why did they said more hindus are left out lol as for refugee muslims can not be religious persecuted in islamic country if pak was buddhist then muslim would be added,normal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1273342423431884800_twitter,watch muslim twitter say shit like voice notes are haram if ur a woman,offensive,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1087429096257273857_twitter,<user> wait us muslims too bad move,normal,"[0, 0, 0, 0, 0, 0, 0]"
14831757_gab,why would i watch your shitty vids when i can tell you are a retard with hero worship clouding your judgement nazi shit is always a fad it was fun to nazipost pre trump to spook normies but now it stale best of luck with your busted vids and aesthetic tho,offensive,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24954806_gab,here comes silverstein to white knight for faggotry while taking potshots at <user> ‍ you are a pathetic faggot consider an hero,offensive,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
